Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-08-01 13:38:41.837 -0600,"Success",0:00:00,0,0,0,"20230801_133841.837/LogFile.txt","","",1
2023-08-01 14:36:45.359 -0600,"Success",0:00:02,0,0,0,"20230801_143645.359/LogFile.txt","","",1
